"airline","timeOfFlight","deptAirport","arrAirport","arrDay","arrTime","deptCountry","flightNumber","estimatedOutGateVariation","estimatedOutGate","estimatedOffGround","actualOutGateVariation","actualOutGate","actualOffGround","estimatedInGateVariation","estimatedInGate","estimatedOnGround","actualInGateVariation","actualInGate","actualOnGround","arrTerminal","arrGate","numStops","connections","miles"
"UA",247,"LAX","ORD","2024-08-01","05:22","US",2622,"00:00:00","2024-07-31T23:15:00-07:00","2024-07-31T23:30:00-07:00","-00:03:00","2024-07-31T23:12:00-07:00","2024-07-31T23:29:00-07:00","-00:16:00","2024-08-01T05:06:00-05:00","2024-08-01T05:04:00-05:00","-00:15:00","2024-08-01T05:07:00-05:00","2024-08-01T05:00:00-05:00","1","C15",0,list("None"),1741.16
"UA",241,"YVR","ORD","2024-08-01","05:36","CA",1279,"02:05:00","2024-08-01T01:40:00-07:00","2024-08-01T02:11:00-07:00","02:06:00","2024-08-01T01:41:00-07:00","2024-08-01T02:01:00-07:00","02:05:00","2024-08-01T07:41:00-05:00","2024-08-01T07:39:00-05:00","02:15:00","2024-08-01T07:51:00-05:00","2024-08-01T07:31:00-05:00","2","E11",0,list("None"),1759.37
"AC",241,"YVR","ORD","2024-08-01","05:36","CA",5083,"02:05:00","2024-08-01T01:40:00-07:00","2024-08-01T02:11:00-07:00","02:06:00","2024-08-01T01:41:00-07:00","2024-08-01T02:01:00-07:00","02:05:00","2024-08-01T07:41:00-05:00","2024-08-01T07:39:00-05:00","02:15:00","2024-08-01T07:51:00-05:00","2024-08-01T07:31:00-05:00","2","E11",0,list("None"),1759.37
"AC",211,"PHX","ORD","2024-08-01","05:10","US",5228,"01:40:00","2024-08-01T01:19:00-07:00","2024-08-01T01:42:00-07:00","01:35:00","2024-08-01T01:14:00-07:00","2024-08-01T01:32:00-07:00","01:23:00","2024-08-01T06:33:00-05:00","2024-08-01T06:38:00-05:00","01:24:00","2024-08-01T06:34:00-05:00","2024-08-01T06:23:00-05:00","1","B14",0,list("None"),1437.49
"UA",211,"PHX","ORD","2024-08-01","05:10","US",1578,"01:40:00","2024-08-01T01:19:00-07:00","2024-08-01T01:42:00-07:00","01:35:00","2024-08-01T01:14:00-07:00","2024-08-01T01:32:00-07:00","01:23:00","2024-08-01T06:33:00-05:00","2024-08-01T06:38:00-05:00","01:24:00","2024-08-01T06:34:00-05:00","2024-08-01T06:23:00-05:00","1","B14",0,list("None"),1437.49
"MH",235,"PDX","ORD","2024-08-01","05:36","US",9528,"01:25:00","2024-08-01T01:06:00-07:00",NA,"01:20:00","2024-08-01T01:01:00-07:00","2024-08-01T01:14:00-07:00","01:23:00","2024-08-01T06:59:00-05:00",NA,"01:23:00","2024-08-01T06:59:00-05:00","2024-08-01T06:45:00-05:00","3","K9",0,list("None"),1734.63
"AA",235,"PDX","ORD","2024-08-01","05:36","US",1159,"01:25:00","2024-08-01T01:06:00-07:00",NA,"01:20:00","2024-08-01T01:01:00-07:00","2024-08-01T01:14:00-07:00","01:23:00","2024-08-01T06:59:00-05:00",NA,"01:23:00","2024-08-01T06:59:00-05:00","2024-08-01T06:45:00-05:00","3","K9",0,list("None"),1734.63
"NK",252,"LAX","ORD","2024-08-01","05:54","US",2804,"00:00:00","2024-07-31T23:42:00-07:00",NA,"-00:10:00","2024-07-31T23:32:00-07:00","2024-07-31T23:46:00-07:00","-00:18:00","2024-08-01T05:36:00-05:00",NA,"-00:22:00","2024-08-01T05:32:00-05:00","2024-08-01T05:20:00-05:00","3","L5",0,list("None"),1741.16
"AC",237,"PDX","ORD","2024-08-01","05:42","US",3425,"00:00:00","2024-07-31T23:45:00-07:00","2024-08-01T00:04:00-07:00","-00:06:00","2024-07-31T23:39:00-07:00","2024-07-31T23:53:00-07:00","-00:10:00","2024-08-01T05:32:00-05:00","2024-08-01T05:28:00-05:00","-00:09:00","2024-08-01T05:33:00-05:00","2024-08-01T05:26:00-05:00","1","B19",0,list("None"),1734.63
"VA",265,"SFO","ORD","2024-08-01","06:10","US",8105,"00:20:00","2024-08-01T00:05:00-07:00","2024-08-01T00:45:00-07:00","00:21:00","2024-08-01T00:06:00-07:00","2024-08-01T00:19:00-07:00","00:04:00","2024-08-01T06:14:00-05:00","2024-08-01T06:10:00-05:00","00:09:00","2024-08-01T06:19:00-05:00","2024-08-01T06:04:00-05:00","2","E11",0,list("None"),1842.58
"AC",265,"SFO","ORD","2024-08-01","06:10","US",4372,"00:20:00","2024-08-01T00:05:00-07:00","2024-08-01T00:45:00-07:00","00:21:00","2024-08-01T00:06:00-07:00","2024-08-01T00:19:00-07:00","00:04:00","2024-08-01T06:14:00-05:00","2024-08-01T06:10:00-05:00","00:09:00","2024-08-01T06:19:00-05:00","2024-08-01T06:04:00-05:00","2","E11",0,list("None"),1842.58
"NZ",265,"SFO","ORD","2024-08-01","06:10","US",9307,"00:20:00","2024-08-01T00:05:00-07:00","2024-08-01T00:45:00-07:00","00:21:00","2024-08-01T00:06:00-07:00","2024-08-01T00:19:00-07:00","00:04:00","2024-08-01T06:14:00-05:00","2024-08-01T06:10:00-05:00","00:09:00","2024-08-01T06:19:00-05:00","2024-08-01T06:04:00-05:00","2","E11",0,list("None"),1842.58
"UA",265,"SFO","ORD","2024-08-01","06:10","US",476,"00:20:00","2024-08-01T00:05:00-07:00","2024-08-01T00:45:00-07:00","00:21:00","2024-08-01T00:06:00-07:00","2024-08-01T00:19:00-07:00","00:04:00","2024-08-01T06:14:00-05:00","2024-08-01T06:10:00-05:00","00:09:00","2024-08-01T06:19:00-05:00","2024-08-01T06:04:00-05:00","2","E11",0,list("None"),1842.58
"UA",237,"PDX","ORD","2024-08-01","05:42","US",1490,"00:00:00","2024-07-31T23:45:00-07:00","2024-08-01T00:04:00-07:00","-00:06:00","2024-07-31T23:39:00-07:00","2024-07-31T23:53:00-07:00","-00:10:00","2024-08-01T05:32:00-05:00","2024-08-01T05:28:00-05:00","-00:09:00","2024-08-01T05:33:00-05:00","2024-08-01T05:26:00-05:00","1","B19",0,list("None"),1734.63
"UA",239,"SEA","ORD","2024-08-01","05:46","US",1469,"01:06:00","2024-08-01T00:53:00-07:00","2024-08-01T09:15:00-07:00","09:10:00","2024-08-01T08:57:00-07:00","2024-08-01T09:16:00-07:00","00:40:00","2024-08-01T06:26:00-05:00","2024-08-01T06:16:00-05:00","09:15:00","2024-08-01T15:01:00-05:00","2024-08-01T14:42:00-05:00","1","B3",0,list("None"),1716.1
"AA",242,"SMF","ORD","2024-08-01","05:49","US",304,"00:00:00","2024-07-31T23:47:00-07:00",NA,"-00:05:00","2024-07-31T23:42:00-07:00","2024-07-31T23:53:00-07:00","-00:19:00","2024-08-01T05:30:00-05:00",NA,"-00:19:00","2024-08-01T05:30:00-05:00","2024-08-01T05:22:00-05:00","3","H18",0,list("None"),1776.99
"EI",226,"LAS","ORD","2024-08-01","05:34","US",7419,"00:00:00","2024-07-31T23:48:00-07:00",NA,"-00:05:00","2024-07-31T23:43:00-07:00","2024-07-31T23:55:00-07:00","-00:34:00","2024-08-01T05:00:00-05:00",NA,"-00:34:00","2024-08-01T05:00:00-05:00","2024-08-01T04:52:00-05:00","3","H16",0,list("None"),1511
"AA",226,"LAS","ORD","2024-08-01","05:34","US",1909,"00:00:00","2024-07-31T23:48:00-07:00",NA,"-00:05:00","2024-07-31T23:43:00-07:00","2024-07-31T23:55:00-07:00","-00:34:00","2024-08-01T05:00:00-05:00",NA,"-00:34:00","2024-08-01T05:00:00-05:00","2024-08-01T04:52:00-05:00","3","H16",0,list("None"),1511
"BA",253,"SFO","ORD","2024-08-01","06:04","US",5613,"00:35:00","2024-08-01T00:26:00-07:00",NA,"00:45:00","2024-08-01T00:36:00-07:00","2024-08-01T00:54:00-07:00","00:42:00","2024-08-01T06:46:00-05:00",NA,"00:45:00","2024-08-01T06:49:00-05:00","2024-08-01T06:33:00-05:00","3","H6",0,list("None"),1842.58
"EI",253,"SFO","ORD","2024-08-01","06:04","US",7358,"00:35:00","2024-08-01T00:26:00-07:00",NA,"00:45:00","2024-08-01T00:36:00-07:00","2024-08-01T00:54:00-07:00","00:42:00","2024-08-01T06:46:00-05:00",NA,"00:45:00","2024-08-01T06:49:00-05:00","2024-08-01T06:33:00-05:00","3","H6",0,list("None"),1842.58
"QF",253,"SFO","ORD","2024-08-01","06:04","US",3325,"00:35:00","2024-08-01T00:26:00-07:00",NA,"00:45:00","2024-08-01T00:36:00-07:00","2024-08-01T00:54:00-07:00","00:42:00","2024-08-01T06:46:00-05:00",NA,"00:45:00","2024-08-01T06:49:00-05:00","2024-08-01T06:33:00-05:00","3","H6",0,list("None"),1842.58
"AA",253,"SFO","ORD","2024-08-01","06:04","US",2113,"00:35:00","2024-08-01T00:26:00-07:00",NA,"00:45:00","2024-08-01T00:36:00-07:00","2024-08-01T00:54:00-07:00","00:42:00","2024-08-01T06:46:00-05:00",NA,"00:45:00","2024-08-01T06:49:00-05:00","2024-08-01T06:33:00-05:00","3","H6",0,list("None"),1842.58
"AC",245,"SMF","ORD","2024-08-01","06:00","US",4834,"01:32:00","2024-08-01T01:27:00-07:00","2024-08-01T01:51:00-07:00","01:28:00","2024-08-01T01:23:00-07:00","2024-08-01T01:36:00-07:00","01:16:00","2024-08-01T07:16:00-05:00","2024-08-01T07:25:00-05:00","01:29:00","2024-08-01T07:29:00-05:00","2024-08-01T07:06:00-05:00","1","C18",0,list("None"),1776.99
"QR",365,"ANC","ORD","2024-08-01","09:00","US",2000,"00:00:00","2024-07-31T23:55:00-08:00",NA,"-00:07:00","2024-07-31T23:48:00-08:00","2024-07-31T23:58:00-08:00","-00:25:00","2024-08-01T08:35:00-05:00",NA,"-00:08:00","2024-08-01T08:52:00-05:00","2024-08-01T08:30:00-05:00","2","E15",0,list("None"),2838.67
"UA",245,"SMF","ORD","2024-08-01","06:00","US",2437,"01:32:00","2024-08-01T01:27:00-07:00","2024-08-01T01:51:00-07:00","01:28:00","2024-08-01T01:23:00-07:00","2024-08-01T01:36:00-07:00","01:16:00","2024-08-01T07:16:00-05:00","2024-08-01T07:25:00-05:00","01:29:00","2024-08-01T07:29:00-05:00","2024-08-01T07:06:00-05:00","1","C18",0,list("None"),1776.99
"AS",365,"ANC","ORD","2024-08-01","09:00","US",585,"00:00:00","2024-07-31T23:55:00-08:00",NA,"-00:07:00","2024-07-31T23:48:00-08:00","2024-07-31T23:58:00-08:00","-00:25:00","2024-08-01T08:35:00-05:00",NA,"-00:08:00","2024-08-01T08:52:00-05:00","2024-08-01T08:30:00-05:00","2","E15",0,list("None"),2838.67
"AA",232,"RNO","ORD","2024-08-01","05:50","US",2532,"00:14:00","2024-08-01T00:12:00-07:00",NA,"00:12:00","2024-08-01T00:10:00-07:00","2024-08-01T00:22:00-07:00","00:06:00","2024-08-01T05:56:00-05:00",NA,"00:07:00","2024-08-01T05:57:00-05:00","2024-08-01T05:48:00-05:00","3","H14",0,list("None"),1667.19
"EI",210,"PHX","ORD","2024-08-01","05:29","US",7474,"00:00:00","2024-07-31T23:59:00-07:00",NA,"-00:05:00","2024-07-31T23:54:00-07:00","2024-08-01T00:08:00-07:00","-00:18:00","2024-08-01T05:11:00-05:00",NA,"-00:15:00","2024-08-01T05:14:00-05:00","2024-08-01T05:02:00-05:00","3","H12",0,list("None"),1437.49
"SQ",261,"SFO","ORD","2024-08-01","06:20","US",1358,"00:00:00","2024-07-31T23:59:00-07:00",NA,"-00:08:00","2024-07-31T23:51:00-07:00","2024-08-01T00:04:00-07:00","-00:30:00","2024-08-01T05:50:00-05:00",NA,"00:08:00","2024-08-01T06:28:00-05:00","2024-08-01T05:44:00-05:00","2","E15",0,list("None"),1842.58
"UA",223,"GEG","ORD","2024-08-01","05:42","US",5604,"00:00:00","2024-07-31T23:59:00-07:00","2024-08-01T00:24:00-07:00","-00:04:00","2024-07-31T23:55:00-07:00","2024-08-01T00:14:00-07:00","-00:17:00","2024-08-01T05:25:00-05:00","2024-08-01T05:30:00-05:00","-00:17:00","2024-08-01T05:25:00-05:00","2024-08-01T05:15:00-05:00","2","F16",0,list("None"),1494.18
"TN",254,"LAX","ORD","2024-08-01","06:13","US",1221,"00:00:00","2024-07-31T23:59:00-07:00",NA,"-00:05:00","2024-07-31T23:54:00-07:00","2024-08-01T00:19:00-07:00","-00:11:00","2024-08-01T06:02:00-05:00",NA,"-00:08:00","2024-08-01T06:05:00-05:00","2024-08-01T05:53:00-05:00","3","H8",0,list("None"),1741.16
"BA",254,"LAX","ORD","2024-08-01","06:13","US",4789,"00:00:00","2024-07-31T23:59:00-07:00",NA,"-00:05:00","2024-07-31T23:54:00-07:00","2024-08-01T00:19:00-07:00","-00:11:00","2024-08-01T06:02:00-05:00",NA,"-00:08:00","2024-08-01T06:05:00-05:00","2024-08-01T05:53:00-05:00","3","H8",0,list("None"),1741.16
"MH",254,"LAX","ORD","2024-08-01","06:13","US",9474,"00:00:00","2024-07-31T23:59:00-07:00",NA,"-00:05:00","2024-07-31T23:54:00-07:00","2024-08-01T00:19:00-07:00","-00:11:00","2024-08-01T06:02:00-05:00",NA,"-00:08:00","2024-08-01T06:05:00-05:00","2024-08-01T05:53:00-05:00","3","H8",0,list("None"),1741.16
"AC",372,"ANC","ORD","2024-08-01","09:11","US",3478,"00:23:00","2024-08-01T00:22:00-08:00","2024-08-01T00:32:00-08:00","00:15:00","2024-08-01T00:14:00-08:00","2024-08-01T00:26:00-08:00","00:19:00","2024-08-01T09:30:00-05:00","2024-08-01T08:58:00-05:00","00:18:00","2024-08-01T09:29:00-05:00","2024-08-01T08:58:00-05:00","1","C9",0,list("None"),2838.67
"EI",254,"LAX","ORD","2024-08-01","06:13","US",7357,"00:00:00","2024-07-31T23:59:00-07:00",NA,"-00:05:00","2024-07-31T23:54:00-07:00","2024-08-01T00:19:00-07:00","-00:11:00","2024-08-01T06:02:00-05:00",NA,"-00:08:00","2024-08-01T06:05:00-05:00","2024-08-01T05:53:00-05:00","3","H8",0,list("None"),1741.16
"BR",241,"LAX","ORD","2024-08-01","06:00","US",3020,"00:16:00","2024-08-01T00:15:00-07:00","2024-08-01T00:50:00-07:00","00:29:00","2024-08-01T00:28:00-07:00","2024-08-01T00:45:00-07:00","00:08:00","2024-08-01T06:08:00-05:00","2024-08-01T06:02:00-05:00","00:08:00","2024-08-01T06:08:00-05:00","2024-08-01T06:00:00-05:00","1","C10",0,list("None"),1741.16
"AC",230,"FAT","ORD","2024-08-01","05:49","US",4415,"01:11:00","2024-08-01T01:10:00-07:00","2024-08-01T01:32:00-07:00","01:09:00","2024-08-01T01:08:00-07:00","2024-08-01T01:18:00-07:00","01:00:00","2024-08-01T06:49:00-05:00","2024-08-01T07:24:00-05:00","01:01:00","2024-08-01T06:50:00-05:00","2024-08-01T06:39:00-05:00","1","C20",0,list("None"),1726.22
"QR",261,"SFO","ORD","2024-08-01","06:20","US",8807,"00:00:00","2024-07-31T23:59:00-07:00",NA,"-00:08:00","2024-07-31T23:51:00-07:00","2024-08-01T00:04:00-07:00","-00:30:00","2024-08-01T05:50:00-05:00",NA,"00:08:00","2024-08-01T06:28:00-05:00","2024-08-01T05:44:00-05:00","2","E15",0,list("None"),1842.58
"AC",216,"LAS","ORD","2024-08-01","05:35","US",3349,"00:18:00","2024-08-01T00:17:00-07:00","2024-08-01T00:53:00-07:00","00:25:00","2024-08-01T00:24:00-07:00","2024-08-01T00:42:00-07:00","00:13:00","2024-08-01T05:48:00-05:00","2024-08-01T05:45:00-05:00","00:13:00","2024-08-01T05:48:00-05:00","2024-08-01T05:38:00-05:00","2","E7",0,list("None"),1511
"JL",210,"PHX","ORD","2024-08-01","05:29","US",7317,"00:00:00","2024-07-31T23:59:00-07:00",NA,"-00:05:00","2024-07-31T23:54:00-07:00","2024-08-01T00:08:00-07:00","-00:18:00","2024-08-01T05:11:00-05:00",NA,"-00:15:00","2024-08-01T05:14:00-05:00","2024-08-01T05:02:00-05:00","3","H12",0,list("None"),1437.49
"BA",210,"PHX","ORD","2024-08-01","05:29","US",5462,"00:00:00","2024-07-31T23:59:00-07:00",NA,"-00:05:00","2024-07-31T23:54:00-07:00","2024-08-01T00:08:00-07:00","-00:18:00","2024-08-01T05:11:00-05:00",NA,"-00:15:00","2024-08-01T05:14:00-05:00","2024-08-01T05:02:00-05:00","3","H12",0,list("None"),1437.49
"F9",188,"SLC","ORD","2024-08-01","04:07","US",2028,"01:24:00","2024-08-01T01:23:00-06:00",NA,"01:28:00","2024-08-01T01:27:00-06:00","2024-08-01T01:43:00-06:00","01:23:00","2024-08-01T05:30:00-05:00",NA,"01:29:00","2024-08-01T05:36:00-05:00","2024-08-01T05:19:00-05:00","5","M37",0,list("None"),1246.56
"NK",247,"PDX","ORD","2024-08-01","06:06","US",823,"01:52:00","2024-08-01T01:51:00-07:00",NA,"01:45:00","2024-08-01T01:44:00-07:00","2024-08-01T01:59:00-07:00","01:40:00","2024-08-01T07:46:00-05:00",NA,"01:44:00","2024-08-01T07:50:00-05:00","2024-08-01T07:32:00-05:00","3","L2A",0,list("None"),1734.63
"UA",372,"ANC","ORD","2024-08-01","09:11","US",531,"00:23:00","2024-08-01T00:22:00-08:00","2024-08-01T00:32:00-08:00","00:15:00","2024-08-01T00:14:00-08:00","2024-08-01T00:26:00-08:00","00:19:00","2024-08-01T09:30:00-05:00","2024-08-01T08:58:00-05:00","00:18:00","2024-08-01T09:29:00-05:00","2024-08-01T08:58:00-05:00","1","C9",0,list("None"),2838.67
"UA",232,"RNO","ORD","2024-08-01","05:51","US",2115,"00:00:00","2024-07-31T23:59:00-07:00","2024-08-01T00:06:00-07:00","-00:19:00","2024-07-31T23:40:00-07:00","2024-07-31T23:58:00-07:00","-00:21:00","2024-08-01T05:30:00-05:00","2024-08-01T05:35:00-05:00","-00:19:00","2024-08-01T05:32:00-05:00","2024-08-01T05:24:00-05:00","1","B6",0,list("None"),1667.19
"UA",216,"LAS","ORD","2024-08-01","05:35","US",2102,"00:18:00","2024-08-01T00:17:00-07:00","2024-08-01T00:53:00-07:00","00:25:00","2024-08-01T00:24:00-07:00","2024-08-01T00:42:00-07:00","00:13:00","2024-08-01T05:48:00-05:00","2024-08-01T05:45:00-05:00","00:13:00","2024-08-01T05:48:00-05:00","2024-08-01T05:38:00-05:00","2","E7",0,list("None"),1511
"UA",230,"FAT","ORD","2024-08-01","05:49","US",1734,"01:11:00","2024-08-01T01:10:00-07:00","2024-08-01T01:32:00-07:00","01:09:00","2024-08-01T01:08:00-07:00","2024-08-01T01:18:00-07:00","01:00:00","2024-08-01T06:49:00-05:00","2024-08-01T07:24:00-05:00","01:01:00","2024-08-01T06:50:00-05:00","2024-08-01T06:39:00-05:00","1","C20",0,list("None"),1726.22
"UA",241,"LAX","ORD","2024-08-01","06:00","US",2101,"00:16:00","2024-08-01T00:15:00-07:00","2024-08-01T00:50:00-07:00","00:29:00","2024-08-01T00:28:00-07:00","2024-08-01T00:45:00-07:00","00:08:00","2024-08-01T06:08:00-05:00","2024-08-01T06:02:00-05:00","00:08:00","2024-08-01T06:08:00-05:00","2024-08-01T06:00:00-05:00","1","C10",0,list("None"),1741.16
"AC",241,"LAX","ORD","2024-08-01","06:00","US",5065,"00:16:00","2024-08-01T00:15:00-07:00","2024-08-01T00:50:00-07:00","00:29:00","2024-08-01T00:28:00-07:00","2024-08-01T00:45:00-07:00","00:08:00","2024-08-01T06:08:00-05:00","2024-08-01T06:02:00-05:00","00:08:00","2024-08-01T06:08:00-05:00","2024-08-01T06:00:00-05:00","1","C10",0,list("None"),1741.16
"AS",261,"SFO","ORD","2024-08-01","06:20","US",456,"00:00:00","2024-07-31T23:59:00-07:00",NA,"-00:08:00","2024-07-31T23:51:00-07:00","2024-08-01T00:04:00-07:00","-00:30:00","2024-08-01T05:50:00-05:00",NA,"00:08:00","2024-08-01T06:28:00-05:00","2024-08-01T05:44:00-05:00","2","E15",0,list("None"),1842.58
"AA",210,"PHX","ORD","2024-08-01","05:29","US",1866,"00:00:00","2024-07-31T23:59:00-07:00",NA,"-00:05:00","2024-07-31T23:54:00-07:00","2024-08-01T00:08:00-07:00","-00:18:00","2024-08-01T05:11:00-05:00",NA,"-00:15:00","2024-08-01T05:14:00-05:00","2024-08-01T05:02:00-05:00","3","H12",0,list("None"),1437.49
"AA",254,"LAX","ORD","2024-08-01","06:13","US",1597,"00:00:00","2024-07-31T23:59:00-07:00",NA,"-00:05:00","2024-07-31T23:54:00-07:00","2024-08-01T00:19:00-07:00","-00:11:00","2024-08-01T06:02:00-05:00",NA,"-00:08:00","2024-08-01T06:05:00-05:00","2024-08-01T05:53:00-05:00","3","H8",0,list("None"),1741.16
"NZ",241,"LAX","ORD","2024-08-01","06:00","US",9662,"00:16:00","2024-08-01T00:15:00-07:00","2024-08-01T00:50:00-07:00","00:29:00","2024-08-01T00:28:00-07:00","2024-08-01T00:45:00-07:00","00:08:00","2024-08-01T06:08:00-05:00","2024-08-01T06:02:00-05:00","00:08:00","2024-08-01T06:08:00-05:00","2024-08-01T06:00:00-05:00","1","C10",0,list("None"),1741.16
"VA",241,"LAX","ORD","2024-08-01","06:00","US",8039,"00:16:00","2024-08-01T00:15:00-07:00","2024-08-01T00:50:00-07:00","00:29:00","2024-08-01T00:28:00-07:00","2024-08-01T00:45:00-07:00","00:08:00","2024-08-01T06:08:00-05:00","2024-08-01T06:02:00-05:00","00:08:00","2024-08-01T06:08:00-05:00","2024-08-01T06:00:00-05:00","1","C10",0,list("None"),1741.16
"AC",255,"SFO","ORD","2024-08-01","06:30","US",3111,"00:30:00","2024-08-01T00:45:00-07:00","2024-08-01T01:10:00-07:00","00:31:00","2024-08-01T00:46:00-07:00","2024-08-01T01:02:00-07:00","00:20:00","2024-08-01T06:50:00-05:00","2024-08-01T06:55:00-05:00","00:23:00","2024-08-01T06:53:00-05:00","2024-08-01T06:42:00-05:00","1","B3",0,list("None"),1842.58
"NZ",255,"SFO","ORD","2024-08-01","06:30","US",9308,"00:30:00","2024-08-01T00:45:00-07:00","2024-08-01T01:10:00-07:00","00:31:00","2024-08-01T00:46:00-07:00","2024-08-01T01:02:00-07:00","00:20:00","2024-08-01T06:50:00-05:00","2024-08-01T06:55:00-05:00","00:23:00","2024-08-01T06:53:00-05:00","2024-08-01T06:42:00-05:00","1","B3",0,list("None"),1842.58
"UA",255,"SFO","ORD","2024-08-01","06:30","US",1139,"00:30:00","2024-08-01T00:45:00-07:00","2024-08-01T01:10:00-07:00","00:31:00","2024-08-01T00:46:00-07:00","2024-08-01T01:02:00-07:00","00:20:00","2024-08-01T06:50:00-05:00","2024-08-01T06:55:00-05:00","00:23:00","2024-08-01T06:53:00-05:00","2024-08-01T06:42:00-05:00","1","B3",0,list("None"),1842.58
"NK",227,"LAS","ORD","2024-08-01","06:06","US",182,"00:14:00","2024-08-01T00:33:00-07:00",NA,"00:20:00","2024-08-01T00:39:00-07:00","2024-08-01T00:51:00-07:00","00:18:00","2024-08-01T06:24:00-05:00",NA,"00:13:00","2024-08-01T06:19:00-05:00","2024-08-01T06:07:00-05:00","3","L10C",0,list("None"),1511
"UA",238,"PDX","ORD","2024-08-01","06:18","US",2661,"01:15:00","2024-08-01T01:35:00-07:00","2024-08-01T02:03:00-07:00","01:18:00","2024-08-01T01:38:00-07:00","2024-08-01T01:53:00-07:00","01:33:00","2024-08-01T07:51:00-05:00","2024-08-01T07:39:00-05:00","01:29:00","2024-08-01T07:47:00-05:00","2024-08-01T07:28:00-05:00","1","B6",0,list("None"),1734.63
"UA",238,"SEA","ORD","2024-08-01","06:28","US",1469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,list("None"),1716.1
"F9",244,"MEX","ORD","2024-08-01","05:44","MX",6700,"00:45:00","2024-08-01T01:25:00-06:00","2024-08-01T01:22:00-06:00","00:23:00","2024-08-01T01:03:00-06:00","2024-08-01T01:14:00-06:00",NA,NA,"2024-08-01T05:54:00-05:00",NA,NA,NA,NA,NA,0,list("None"),1689.33
"Y4",244,"MEX","ORD","2024-08-01","05:44","MX",700,"00:45:00","2024-08-01T01:25:00-06:00","2024-08-01T01:22:00-06:00","00:23:00","2024-08-01T01:03:00-06:00","2024-08-01T01:14:00-06:00",NA,NA,"2024-08-01T05:54:00-05:00",NA,NA,NA,NA,NA,0,list("None"),1689.33
"AM",253,"MEX","ORD","2024-08-01","05:58","MX",688,NA,NA,NA,"-00:06:00","2024-08-01T00:39:00-06:00","2024-08-01T01:00:00-06:00","-00:17:00","2024-08-01T05:41:00-05:00","2024-08-01T05:31:00-05:00","00:05:00","2024-08-01T06:03:00-05:00","2024-08-01T05:51:00-05:00",NA,NA,0,list("None"),1689.33
"DL",253,"MEX","ORD","2024-08-01","05:58","MX",8021,NA,NA,NA,"-00:06:00","2024-08-01T00:39:00-06:00","2024-08-01T01:00:00-06:00","-00:17:00","2024-08-01T05:41:00-05:00","2024-08-01T05:31:00-05:00","00:05:00","2024-08-01T06:03:00-05:00","2024-08-01T05:51:00-05:00",NA,NA,0,list("None"),1689.33
"AI",915,"DEL","ORD","2024-08-01","07:25","IN",127,"01:44:00","2024-08-01T04:24:00+05:30",NA,NA,NA,"2024-08-01T04:46:00+05:30",NA,NA,NA,NA,NA,"2024-08-01T08:08:00-05:00",NA,NA,0,list("None"),7469.68
"UL",885,"AUH","ORD","2024-08-01","08:50","AE",2651,NA,NA,"2024-08-01T03:29:00+04:00","00:11:00","2024-08-01T03:16:00+04:00","2024-08-01T03:40:00+04:00","-00:11:00","2024-08-01T08:39:00-05:00","2024-08-01T08:26:00-05:00","-00:18:00","2024-08-01T08:32:00-05:00","2024-08-01T08:19:00-05:00",NA,NA,0,list("None"),7262.52
"EY",885,"AUH","ORD","2024-08-01","08:50","AE",151,NA,NA,"2024-08-01T03:29:00+04:00","00:11:00","2024-08-01T03:16:00+04:00","2024-08-01T03:40:00+04:00","-00:11:00","2024-08-01T08:39:00-05:00","2024-08-01T08:26:00-05:00","-00:18:00","2024-08-01T08:32:00-05:00","2024-08-01T08:19:00-05:00",NA,NA,0,list("None"),7262.52
"NZ",168,"IAH","ORD","2024-08-01","07:48","US",6842,"00:00:00","2024-08-01T05:00:00-05:00","2024-08-01T05:26:00-05:00","-00:05:00","2024-08-01T04:55:00-05:00","2024-08-01T05:11:00-05:00","-00:02:00","2024-08-01T07:46:00-05:00","2024-08-01T07:30:00-05:00","00:10:00","2024-08-01T07:58:00-05:00","2024-08-01T07:36:00-05:00","1","B4",0,list("None"),926.25
"UA",168,"IAH","ORD","2024-08-01","07:48","US",763,"00:00:00","2024-08-01T05:00:00-05:00","2024-08-01T05:26:00-05:00","-00:05:00","2024-08-01T04:55:00-05:00","2024-08-01T05:11:00-05:00","-00:02:00","2024-08-01T07:46:00-05:00","2024-08-01T07:30:00-05:00","00:10:00","2024-08-01T07:58:00-05:00","2024-08-01T07:36:00-05:00","1","B4",0,list("None"),926.25
"ET",595,"FCO","ORD","2024-08-01","08:05","IT",574,NA,NA,NA,NA,NA,"2024-08-01T05:11:00+02:00",NA,NA,NA,NA,NA,"2024-08-01T07:43:00-05:00",NA,NA,0,list("None"),4810.4
"BA",118,"MEM","ORD","2024-08-01","07:10","US",4892,"00:00:00","2024-08-01T05:12:00-05:00",NA,"-00:09:00","2024-08-01T05:03:00-05:00","2024-08-01T05:12:00-05:00","-00:28:00","2024-08-01T06:42:00-05:00",NA,"-00:31:00","2024-08-01T06:39:00-05:00","2024-08-01T06:32:00-05:00","3","L20",0,list("None"),492.11
